sample_id,image_path,class_name,context_name,split,class_id,context_id,group_id
sample_00048271,data/processed/nico/outdoor/giraffe/outdoor_000035.jpg,giraffe,outdoor,train,23,3,giraffe__outdoor
sample_00048274,data/processed/nico/outdoor/giraffe/outdoor_000038.jpg,giraffe,outdoor,train,23,3,giraffe__outdoor
sample_00048277,data/processed/nico/outdoor/giraffe/outdoor_000041.jpg,giraffe,outdoor,train,23,3,giraffe__outdoor
sample_00048278,data/processed/nico/outdoor/giraffe/outdoor_000042.jpg,giraffe,outdoor,train,23,3,giraffe__outdoor
sample_00048283,data/processed/nico/outdoor/giraffe/outdoor_000047.jpg,giraffe,outdoor,train,23,3,giraffe__outdoor
sample_00048284,data/processed/nico/outdoor/giraffe/outdoor_000048.jpg,giraffe,outdoor,train,23,3,giraffe__outdoor
sample_00048287,data/processed/nico/outdoor/giraffe/outdoor_000051.jpg,giraffe,outdoor,train,23,3,giraffe__outdoor
sample_00048290,data/processed/nico/outdoor/giraffe/outdoor_000054.jpg,giraffe,outdoor,train,23,3,giraffe__outdoor
sample_00048291,data/processed/nico/outdoor/giraffe/outdoor_000055.jpg,giraffe,outdoor,train,23,3,giraffe__outdoor
sample_00048292,data/processed/nico/outdoor/giraffe/outdoor_000056.jpg,giraffe,outdoor,train,23,3,giraffe__outdoor
sample_00048293,data/processed/nico/outdoor/giraffe/outdoor_000057.jpg,giraffe,outdoor,train,23,3,giraffe__outdoor
sample_00048294,data/processed/nico/outdoor/giraffe/outdoor_000058.jpg,giraffe,outdoor,train,23,3,giraffe__outdoor
sample_00048295,data/processed/nico/outdoor/giraffe/outdoor_000059.jpg,giraffe,outdoor,train,23,3,giraffe__outdoor
sample_00048296,data/processed/nico/outdoor/giraffe/outdoor_000060.jpg,giraffe,outdoor,train,23,3,giraffe__outdoor
sample_00048298,data/processed/nico/outdoor/giraffe/outdoor_000062.jpg,giraffe,outdoor,train,23,3,giraffe__outdoor
sample_00048299,data/processed/nico/outdoor/giraffe/outdoor_000063.jpg,giraffe,outdoor,train,23,3,giraffe__outdoor
sample_00048303,data/processed/nico/outdoor/giraffe/outdoor_000067.jpg,giraffe,outdoor,train,23,3,giraffe__outdoor
sample_00048304,data/processed/nico/outdoor/giraffe/outdoor_000068.jpg,giraffe,outdoor,train,23,3,giraffe__outdoor
sample_00048305,data/processed/nico/outdoor/giraffe/outdoor_000069.jpg,giraffe,outdoor,train,23,3,giraffe__outdoor
sample_00048306,data/processed/nico/outdoor/giraffe/outdoor_000070.jpg,giraffe,outdoor,train,23,3,giraffe__outdoor
sample_00048308,data/processed/nico/outdoor/giraffe/outdoor_000072.jpg,giraffe,outdoor,train,23,3,giraffe__outdoor
sample_00048311,data/processed/nico/outdoor/giraffe/outdoor_000075.jpg,giraffe,outdoor,train,23,3,giraffe__outdoor
sample_00048313,data/processed/nico/outdoor/giraffe/outdoor_000077.jpg,giraffe,outdoor,train,23,3,giraffe__outdoor
sample_00048316,data/processed/nico/outdoor/giraffe/outdoor_000080.jpg,giraffe,outdoor,train,23,3,giraffe__outdoor
sample_00048319,data/processed/nico/outdoor/giraffe/outdoor_000083.jpg,giraffe,outdoor,train,23,3,giraffe__outdoor
sample_00048320,data/processed/nico/outdoor/giraffe/outdoor_000084.jpg,giraffe,outdoor,train,23,3,giraffe__outdoor
sample_00048322,data/processed/nico/outdoor/giraffe/outdoor_000086.jpg,giraffe,outdoor,train,23,3,giraffe__outdoor
sample_00048323,data/processed/nico/outdoor/giraffe/outdoor_000087.jpg,giraffe,outdoor,train,23,3,giraffe__outdoor
sample_00048324,data/processed/nico/outdoor/giraffe/outdoor_000088.jpg,giraffe,outdoor,train,23,3,giraffe__outdoor
sample_00048325,data/processed/nico/outdoor/giraffe/outdoor_000089.jpg,giraffe,outdoor,train,23,3,giraffe__outdoor
sample_00048326,data/processed/nico/outdoor/giraffe/outdoor_000090.jpg,giraffe,outdoor,train,23,3,giraffe__outdoor
sample_00048328,data/processed/nico/outdoor/giraffe/outdoor_000092.jpg,giraffe,outdoor,train,23,3,giraffe__outdoor
sample_00048329,data/processed/nico/outdoor/giraffe/outdoor_000093.jpg,giraffe,outdoor,train,23,3,giraffe__outdoor
sample_00048330,data/processed/nico/outdoor/giraffe/outdoor_000094.jpg,giraffe,outdoor,train,23,3,giraffe__outdoor
sample_00048331,data/processed/nico/outdoor/giraffe/outdoor_000095.jpg,giraffe,outdoor,train,23,3,giraffe__outdoor
sample_00048333,data/processed/nico/outdoor/giraffe/outdoor_000097.jpg,giraffe,outdoor,train,23,3,giraffe__outdoor
sample_00048334,data/processed/nico/outdoor/giraffe/outdoor_000098.jpg,giraffe,outdoor,train,23,3,giraffe__outdoor
sample_00048335,data/processed/nico/outdoor/giraffe/outdoor_000099.jpg,giraffe,outdoor,train,23,3,giraffe__outdoor
sample_00048337,data/processed/nico/outdoor/giraffe/outdoor_000101.jpg,giraffe,outdoor,train,23,3,giraffe__outdoor
sample_00048338,data/processed/nico/outdoor/giraffe/outdoor_000102.jpg,giraffe,outdoor,train,23,3,giraffe__outdoor
sample_00048344,data/processed/nico/outdoor/giraffe/outdoor_000108.jpg,giraffe,outdoor,train,23,3,giraffe__outdoor
sample_00048345,data/processed/nico/outdoor/giraffe/outdoor_000109.jpg,giraffe,outdoor,train,23,3,giraffe__outdoor
sample_00048348,data/processed/nico/outdoor/giraffe/outdoor_000112.jpg,giraffe,outdoor,train,23,3,giraffe__outdoor
sample_00048349,data/processed/nico/outdoor/giraffe/outdoor_000113.jpg,giraffe,outdoor,train,23,3,giraffe__outdoor
sample_00048350,data/processed/nico/outdoor/giraffe/outdoor_000114.jpg,giraffe,outdoor,train,23,3,giraffe__outdoor
sample_00048351,data/processed/nico/outdoor/giraffe/outdoor_000115.jpg,giraffe,outdoor,train,23,3,giraffe__outdoor
sample_00048360,data/processed/nico/outdoor/giraffe/outdoor_000124.jpg,giraffe,outdoor,train,23,3,giraffe__outdoor
sample_00048361,data/processed/nico/outdoor/giraffe/outdoor_000125.jpg,giraffe,outdoor,train,23,3,giraffe__outdoor
sample_00048362,data/processed/nico/outdoor/giraffe/outdoor_000126.jpg,giraffe,outdoor,train,23,3,giraffe__outdoor
sample_00048363,data/processed/nico/outdoor/giraffe/outdoor_000127.jpg,giraffe,outdoor,train,23,3,giraffe__outdoor
sample_00048364,data/processed/nico/outdoor/giraffe/outdoor_000128.jpg,giraffe,outdoor,train,23,3,giraffe__outdoor
sample_00048365,data/processed/nico/outdoor/giraffe/outdoor_000129.jpg,giraffe,outdoor,train,23,3,giraffe__outdoor
sample_00048366,data/processed/nico/outdoor/giraffe/outdoor_000130.jpg,giraffe,outdoor,train,23,3,giraffe__outdoor
sample_00048367,data/processed/nico/outdoor/giraffe/outdoor_000131.jpg,giraffe,outdoor,train,23,3,giraffe__outdoor
sample_00048368,data/processed/nico/outdoor/giraffe/outdoor_000132.jpg,giraffe,outdoor,train,23,3,giraffe__outdoor
sample_00048369,data/processed/nico/outdoor/giraffe/outdoor_000133.jpg,giraffe,outdoor,train,23,3,giraffe__outdoor
sample_00048370,data/processed/nico/outdoor/giraffe/outdoor_000134.jpg,giraffe,outdoor,train,23,3,giraffe__outdoor
sample_00048373,data/processed/nico/outdoor/giraffe/outdoor_000137.jpg,giraffe,outdoor,train,23,3,giraffe__outdoor
sample_00048377,data/processed/nico/outdoor/giraffe/outdoor_000141.jpg,giraffe,outdoor,train,23,3,giraffe__outdoor
sample_00048378,data/processed/nico/outdoor/giraffe/outdoor_000142.jpg,giraffe,outdoor,train,23,3,giraffe__outdoor
sample_00048380,data/processed/nico/outdoor/giraffe/outdoor_000144.jpg,giraffe,outdoor,train,23,3,giraffe__outdoor
sample_00048382,data/processed/nico/outdoor/giraffe/outdoor_000146.jpg,giraffe,outdoor,train,23,3,giraffe__outdoor
sample_00048385,data/processed/nico/outdoor/giraffe/outdoor_000149.jpg,giraffe,outdoor,train,23,3,giraffe__outdoor
sample_00048387,data/processed/nico/outdoor/giraffe/outdoor_000151.jpg,giraffe,outdoor,train,23,3,giraffe__outdoor
sample_00048388,data/processed/nico/outdoor/giraffe/outdoor_000152.jpg,giraffe,outdoor,train,23,3,giraffe__outdoor
sample_00048389,data/processed/nico/outdoor/giraffe/outdoor_000153.jpg,giraffe,outdoor,train,23,3,giraffe__outdoor
sample_00048390,data/processed/nico/outdoor/giraffe/outdoor_000154.jpg,giraffe,outdoor,train,23,3,giraffe__outdoor
sample_00048392,data/processed/nico/outdoor/giraffe/outdoor_000156.jpg,giraffe,outdoor,train,23,3,giraffe__outdoor
sample_00048393,data/processed/nico/outdoor/giraffe/outdoor_000157.jpg,giraffe,outdoor,train,23,3,giraffe__outdoor
sample_00048394,data/processed/nico/outdoor/giraffe/outdoor_000158.jpg,giraffe,outdoor,train,23,3,giraffe__outdoor
sample_00048396,data/processed/nico/outdoor/giraffe/outdoor_000160.jpg,giraffe,outdoor,train,23,3,giraffe__outdoor
sample_00048397,data/processed/nico/outdoor/giraffe/outdoor_000161.jpg,giraffe,outdoor,train,23,3,giraffe__outdoor
sample_00048398,data/processed/nico/outdoor/giraffe/outdoor_000162.jpg,giraffe,outdoor,train,23,3,giraffe__outdoor
sample_00048399,data/processed/nico/outdoor/giraffe/outdoor_000163.jpg,giraffe,outdoor,train,23,3,giraffe__outdoor
sample_00048400,data/processed/nico/outdoor/giraffe/outdoor_000164.jpg,giraffe,outdoor,train,23,3,giraffe__outdoor
sample_00048401,data/processed/nico/outdoor/giraffe/outdoor_000165.jpg,giraffe,outdoor,train,23,3,giraffe__outdoor
sample_00048402,data/processed/nico/outdoor/giraffe/outdoor_000166.jpg,giraffe,outdoor,train,23,3,giraffe__outdoor
sample_00048403,data/processed/nico/outdoor/giraffe/outdoor_000167.jpg,giraffe,outdoor,train,23,3,giraffe__outdoor
sample_00048404,data/processed/nico/outdoor/giraffe/outdoor_000168.jpg,giraffe,outdoor,train,23,3,giraffe__outdoor
sample_00048405,data/processed/nico/outdoor/giraffe/outdoor_000169.jpg,giraffe,outdoor,train,23,3,giraffe__outdoor
sample_00048406,data/processed/nico/outdoor/giraffe/outdoor_000170.jpg,giraffe,outdoor,train,23,3,giraffe__outdoor
sample_00048407,data/processed/nico/outdoor/giraffe/outdoor_000171.jpg,giraffe,outdoor,train,23,3,giraffe__outdoor
sample_00048409,data/processed/nico/outdoor/giraffe/outdoor_000173.jpg,giraffe,outdoor,train,23,3,giraffe__outdoor
sample_00048410,data/processed/nico/outdoor/giraffe/outdoor_000174.jpg,giraffe,outdoor,train,23,3,giraffe__outdoor
sample_00048413,data/processed/nico/outdoor/giraffe/outdoor_000177.jpg,giraffe,outdoor,train,23,3,giraffe__outdoor
sample_00048414,data/processed/nico/outdoor/giraffe/outdoor_000178.jpg,giraffe,outdoor,train,23,3,giraffe__outdoor
sample_00048415,data/processed/nico/outdoor/giraffe/outdoor_000179.jpg,giraffe,outdoor,train,23,3,giraffe__outdoor
sample_00048416,data/processed/nico/outdoor/giraffe/outdoor_000180.jpg,giraffe,outdoor,train,23,3,giraffe__outdoor
sample_00048417,data/processed/nico/outdoor/giraffe/outdoor_000181.jpg,giraffe,outdoor,train,23,3,giraffe__outdoor
sample_00048418,data/processed/nico/outdoor/giraffe/outdoor_000182.jpg,giraffe,outdoor,train,23,3,giraffe__outdoor
sample_00048419,data/processed/nico/outdoor/giraffe/outdoor_000183.jpg,giraffe,outdoor,train,23,3,giraffe__outdoor
sample_00048422,data/processed/nico/outdoor/giraffe/outdoor_000186.jpg,giraffe,outdoor,train,23,3,giraffe__outdoor
sample_00048423,data/processed/nico/outdoor/giraffe/outdoor_000187.jpg,giraffe,outdoor,train,23,3,giraffe__outdoor
sample_00048427,data/processed/nico/outdoor/giraffe/outdoor_000191.jpg,giraffe,outdoor,train,23,3,giraffe__outdoor
sample_00048428,data/processed/nico/outdoor/giraffe/outdoor_000192.jpg,giraffe,outdoor,train,23,3,giraffe__outdoor
sample_00048430,data/processed/nico/outdoor/giraffe/outdoor_000194.jpg,giraffe,outdoor,train,23,3,giraffe__outdoor
sample_00048431,data/processed/nico/outdoor/giraffe/outdoor_000195.jpg,giraffe,outdoor,train,23,3,giraffe__outdoor
sample_00048432,data/processed/nico/outdoor/giraffe/outdoor_000196.jpg,giraffe,outdoor,train,23,3,giraffe__outdoor
sample_00048433,data/processed/nico/outdoor/giraffe/outdoor_000197.jpg,giraffe,outdoor,train,23,3,giraffe__outdoor
sample_00048435,data/processed/nico/outdoor/giraffe/outdoor_000199.jpg,giraffe,outdoor,train,23,3,giraffe__outdoor
sample_00048436,data/processed/nico/outdoor/giraffe/outdoor_000200.jpg,giraffe,outdoor,train,23,3,giraffe__outdoor
sample_00048438,data/processed/nico/outdoor/giraffe/outdoor_000202.jpg,giraffe,outdoor,train,23,3,giraffe__outdoor
sample_00048439,data/processed/nico/outdoor/giraffe/outdoor_000203.jpg,giraffe,outdoor,train,23,3,giraffe__outdoor
sample_00048442,data/processed/nico/outdoor/giraffe/outdoor_000206.jpg,giraffe,outdoor,train,23,3,giraffe__outdoor
sample_00048443,data/processed/nico/outdoor/giraffe/outdoor_000207.jpg,giraffe,outdoor,train,23,3,giraffe__outdoor
sample_00048446,data/processed/nico/outdoor/giraffe/outdoor_000210.jpg,giraffe,outdoor,train,23,3,giraffe__outdoor
sample_00048447,data/processed/nico/outdoor/giraffe/outdoor_000211.jpg,giraffe,outdoor,train,23,3,giraffe__outdoor
sample_00048448,data/processed/nico/outdoor/giraffe/outdoor_000212.jpg,giraffe,outdoor,train,23,3,giraffe__outdoor
sample_00048449,data/processed/nico/outdoor/giraffe/outdoor_000213.jpg,giraffe,outdoor,train,23,3,giraffe__outdoor
sample_00048452,data/processed/nico/outdoor/goose/outdoor_000002.jpg,goose,outdoor,train,24,3,goose__outdoor
sample_00048455,data/processed/nico/outdoor/goose/outdoor_000005.jpg,goose,outdoor,train,24,3,goose__outdoor
sample_00048457,data/processed/nico/outdoor/goose/outdoor_000007.jpg,goose,outdoor,train,24,3,goose__outdoor
sample_00048458,data/processed/nico/outdoor/goose/outdoor_000008.jpg,goose,outdoor,train,24,3,goose__outdoor
sample_00048460,data/processed/nico/outdoor/goose/outdoor_000010.jpg,goose,outdoor,train,24,3,goose__outdoor
sample_00048461,data/processed/nico/outdoor/goose/outdoor_000011.jpg,goose,outdoor,train,24,3,goose__outdoor
sample_00048462,data/processed/nico/outdoor/goose/outdoor_000012.jpg,goose,outdoor,train,24,3,goose__outdoor
sample_00048463,data/processed/nico/outdoor/goose/outdoor_000013.jpg,goose,outdoor,train,24,3,goose__outdoor
sample_00048465,data/processed/nico/outdoor/goose/outdoor_000015.jpg,goose,outdoor,train,24,3,goose__outdoor
sample_00048466,data/processed/nico/outdoor/goose/outdoor_000016.jpg,goose,outdoor,train,24,3,goose__outdoor
sample_00048467,data/processed/nico/outdoor/goose/outdoor_000017.jpg,goose,outdoor,train,24,3,goose__outdoor
sample_00048468,data/processed/nico/outdoor/goose/outdoor_000018.jpg,goose,outdoor,train,24,3,goose__outdoor
sample_00048470,data/processed/nico/outdoor/goose/outdoor_000020.jpg,goose,outdoor,train,24,3,goose__outdoor
sample_00048471,data/processed/nico/outdoor/goose/outdoor_000021.jpg,goose,outdoor,train,24,3,goose__outdoor
sample_00048472,data/processed/nico/outdoor/goose/outdoor_000022.jpg,goose,outdoor,train,24,3,goose__outdoor
sample_00048473,data/processed/nico/outdoor/goose/outdoor_000023.jpg,goose,outdoor,train,24,3,goose__outdoor
sample_00048474,data/processed/nico/outdoor/goose/outdoor_000024.jpg,goose,outdoor,train,24,3,goose__outdoor
sample_00048476,data/processed/nico/outdoor/goose/outdoor_000026.jpg,goose,outdoor,train,24,3,goose__outdoor
sample_00048478,data/processed/nico/outdoor/goose/outdoor_000028.jpg,goose,outdoor,train,24,3,goose__outdoor
sample_00048479,data/processed/nico/outdoor/goose/outdoor_000029.jpg,goose,outdoor,train,24,3,goose__outdoor
sample_00048480,data/processed/nico/outdoor/goose/outdoor_000030.jpg,goose,outdoor,train,24,3,goose__outdoor
sample_00048481,data/processed/nico/outdoor/goose/outdoor_000031.jpg,goose,outdoor,train,24,3,goose__outdoor
sample_00048482,data/processed/nico/outdoor/goose/outdoor_000032.jpg,goose,outdoor,train,24,3,goose__outdoor
sample_00048484,data/processed/nico/outdoor/goose/outdoor_000034.jpg,goose,outdoor,train,24,3,goose__outdoor
sample_00048485,data/processed/nico/outdoor/goose/outdoor_000035.jpg,goose,outdoor,train,24,3,goose__outdoor
sample_00048488,data/processed/nico/outdoor/goose/outdoor_000038.jpg,goose,outdoor,train,24,3,goose__outdoor
sample_00048490,data/processed/nico/outdoor/goose/outdoor_000040.jpg,goose,outdoor,train,24,3,goose__outdoor
sample_00048491,data/processed/nico/outdoor/goose/outdoor_000041.jpg,goose,outdoor,train,24,3,goose__outdoor
sample_00048495,data/processed/nico/outdoor/goose/outdoor_000045.jpg,goose,outdoor,train,24,3,goose__outdoor
sample_00048496,data/processed/nico/outdoor/goose/outdoor_000046.jpg,goose,outdoor,train,24,3,goose__outdoor
sample_00048497,data/processed/nico/outdoor/goose/outdoor_000047.jpg,goose,outdoor,train,24,3,goose__outdoor
sample_00048499,data/processed/nico/outdoor/goose/outdoor_000049.jpg,goose,outdoor,train,24,3,goose__outdoor
sample_00048500,data/processed/nico/outdoor/goose/outdoor_000050.jpg,goose,outdoor,train,24,3,goose__outdoor
sample_00048501,data/processed/nico/outdoor/goose/outdoor_000051.jpg,goose,outdoor,train,24,3,goose__outdoor
sample_00048502,data/processed/nico/outdoor/goose/outdoor_000052.jpg,goose,outdoor,train,24,3,goose__outdoor
sample_00048504,data/processed/nico/outdoor/goose/outdoor_000054.jpg,goose,outdoor,train,24,3,goose__outdoor
sample_00048505,data/processed/nico/outdoor/goose/outdoor_000055.jpg,goose,outdoor,train,24,3,goose__outdoor
sample_00048507,data/processed/nico/outdoor/goose/outdoor_000057.jpg,goose,outdoor,train,24,3,goose__outdoor
sample_00048508,data/processed/nico/outdoor/goose/outdoor_000058.jpg,goose,outdoor,train,24,3,goose__outdoor
sample_00048510,data/processed/nico/outdoor/goose/outdoor_000060.jpg,goose,outdoor,train,24,3,goose__outdoor
sample_00048512,data/processed/nico/outdoor/goose/outdoor_000062.jpg,goose,outdoor,train,24,3,goose__outdoor
sample_00048513,data/processed/nico/outdoor/goose/outdoor_000063.jpg,goose,outdoor,train,24,3,goose__outdoor
sample_00048515,data/processed/nico/outdoor/goose/outdoor_000065.jpg,goose,outdoor,train,24,3,goose__outdoor
sample_00048516,data/processed/nico/outdoor/goose/outdoor_000066.jpg,goose,outdoor,train,24,3,goose__outdoor
sample_00048523,data/processed/nico/outdoor/goose/outdoor_000073.jpg,goose,outdoor,train,24,3,goose__outdoor
sample_00048524,data/processed/nico/outdoor/goose/outdoor_000074.jpg,goose,outdoor,train,24,3,goose__outdoor
sample_00048525,data/processed/nico/outdoor/goose/outdoor_000075.jpg,goose,outdoor,train,24,3,goose__outdoor
sample_00048528,data/processed/nico/outdoor/goose/outdoor_000078.jpg,goose,outdoor,train,24,3,goose__outdoor
sample_00048532,data/processed/nico/outdoor/goose/outdoor_000082.jpg,goose,outdoor,train,24,3,goose__outdoor
sample_00048534,data/processed/nico/outdoor/goose/outdoor_000084.jpg,goose,outdoor,train,24,3,goose__outdoor
sample_00048535,data/processed/nico/outdoor/goose/outdoor_000085.jpg,goose,outdoor,train,24,3,goose__outdoor
sample_00048536,data/processed/nico/outdoor/goose/outdoor_000086.jpg,goose,outdoor,train,24,3,goose__outdoor
sample_00048537,data/processed/nico/outdoor/goose/outdoor_000087.jpg,goose,outdoor,train,24,3,goose__outdoor
sample_00048538,data/processed/nico/outdoor/goose/outdoor_000088.jpg,goose,outdoor,train,24,3,goose__outdoor
sample_00048539,data/processed/nico/outdoor/goose/outdoor_000089.jpg,goose,outdoor,train,24,3,goose__outdoor
sample_00048541,data/processed/nico/outdoor/goose/outdoor_000091.jpg,goose,outdoor,train,24,3,goose__outdoor
sample_00048542,data/processed/nico/outdoor/goose/outdoor_000092.jpg,goose,outdoor,train,24,3,goose__outdoor
sample_00048543,data/processed/nico/outdoor/goose/outdoor_000093.jpg,goose,outdoor,train,24,3,goose__outdoor
sample_00048544,data/processed/nico/outdoor/goose/outdoor_000094.jpg,goose,outdoor,train,24,3,goose__outdoor
sample_00048545,data/processed/nico/outdoor/goose/outdoor_000095.jpg,goose,outdoor,train,24,3,goose__outdoor
sample_00048546,data/processed/nico/outdoor/goose/outdoor_000096.jpg,goose,outdoor,train,24,3,goose__outdoor
sample_00048547,data/processed/nico/outdoor/goose/outdoor_000097.jpg,goose,outdoor,train,24,3,goose__outdoor
sample_00048548,data/processed/nico/outdoor/goose/outdoor_000098.jpg,goose,outdoor,train,24,3,goose__outdoor
sample_00048549,data/processed/nico/outdoor/goose/outdoor_000099.jpg,goose,outdoor,train,24,3,goose__outdoor
sample_00048550,data/processed/nico/outdoor/goose/outdoor_000100.jpg,goose,outdoor,train,24,3,goose__outdoor
sample_00048552,data/processed/nico/outdoor/goose/outdoor_000102.jpg,goose,outdoor,train,24,3,goose__outdoor
sample_00048554,data/processed/nico/outdoor/goose/outdoor_000104.jpg,goose,outdoor,train,24,3,goose__outdoor
sample_00048556,data/processed/nico/outdoor/goose/outdoor_000106.jpg,goose,outdoor,train,24,3,goose__outdoor
sample_00048557,data/processed/nico/outdoor/goose/outdoor_000107.jpg,goose,outdoor,train,24,3,goose__outdoor
sample_00048559,data/processed/nico/outdoor/goose/outdoor_000109.jpg,goose,outdoor,train,24,3,goose__outdoor
sample_00048562,data/processed/nico/outdoor/goose/outdoor_000112.jpg,goose,outdoor,train,24,3,goose__outdoor
sample_00048563,data/processed/nico/outdoor/goose/outdoor_000113.jpg,goose,outdoor,train,24,3,goose__outdoor
sample_00048565,data/processed/nico/outdoor/goose/outdoor_000115.jpg,goose,outdoor,train,24,3,goose__outdoor
sample_00048566,data/processed/nico/outdoor/goose/outdoor_000116.jpg,goose,outdoor,train,24,3,goose__outdoor
sample_00048567,data/processed/nico/outdoor/goose/outdoor_000117.jpg,goose,outdoor,train,24,3,goose__outdoor
sample_00048569,data/processed/nico/outdoor/goose/outdoor_000119.jpg,goose,outdoor,train,24,3,goose__outdoor
sample_00048571,data/processed/nico/outdoor/goose/outdoor_000121.jpg,goose,outdoor,train,24,3,goose__outdoor
sample_00048572,data/processed/nico/outdoor/goose/outdoor_000122.jpg,goose,outdoor,train,24,3,goose__outdoor
sample_00048574,data/processed/nico/outdoor/goose/outdoor_000124.jpg,goose,outdoor,train,24,3,goose__outdoor
sample_00048575,data/processed/nico/outdoor/goose/outdoor_000125.jpg,goose,outdoor,train,24,3,goose__outdoor
sample_00048578,data/processed/nico/outdoor/goose/outdoor_000128.jpg,goose,outdoor,train,24,3,goose__outdoor
sample_00048580,data/processed/nico/outdoor/goose/outdoor_000130.jpg,goose,outdoor,train,24,3,goose__outdoor
sample_00048582,data/processed/nico/outdoor/goose/outdoor_000132.jpg,goose,outdoor,train,24,3,goose__outdoor
sample_00048583,data/processed/nico/outdoor/goose/outdoor_000133.jpg,goose,outdoor,train,24,3,goose__outdoor
sample_00048584,data/processed/nico/outdoor/goose/outdoor_000134.jpg,goose,outdoor,train,24,3,goose__outdoor
sample_00048585,data/processed/nico/outdoor/goose/outdoor_000135.jpg,goose,outdoor,train,24,3,goose__outdoor
sample_00048586,data/processed/nico/outdoor/goose/outdoor_000136.jpg,goose,outdoor,train,24,3,goose__outdoor
sample_00048588,data/processed/nico/outdoor/goose/outdoor_000138.jpg,goose,outdoor,train,24,3,goose__outdoor
sample_00048590,data/processed/nico/outdoor/goose/outdoor_000140.jpg,goose,outdoor,train,24,3,goose__outdoor
sample_00048591,data/processed/nico/outdoor/goose/outdoor_000141.jpg,goose,outdoor,train,24,3,goose__outdoor
sample_00048592,data/processed/nico/outdoor/goose/outdoor_000142.jpg,goose,outdoor,train,24,3,goose__outdoor
sample_00048594,data/processed/nico/outdoor/goose/outdoor_000144.jpg,goose,outdoor,train,24,3,goose__outdoor
sample_00048595,data/processed/nico/outdoor/goose/outdoor_000145.jpg,goose,outdoor,train,24,3,goose__outdoor
sample_00048598,data/processed/nico/outdoor/goose/outdoor_000148.jpg,goose,outdoor,train,24,3,goose__outdoor
sample_00048600,data/processed/nico/outdoor/goose/outdoor_000150.jpg,goose,outdoor,train,24,3,goose__outdoor
sample_00048601,data/processed/nico/outdoor/goose/outdoor_000151.jpg,goose,outdoor,train,24,3,goose__outdoor
sample_00048602,data/processed/nico/outdoor/goose/outdoor_000152.jpg,goose,outdoor,train,24,3,goose__outdoor
sample_00048603,data/processed/nico/outdoor/goose/outdoor_000153.jpg,goose,outdoor,train,24,3,goose__outdoor
sample_00048610,data/processed/nico/outdoor/goose/outdoor_000160.jpg,goose,outdoor,train,24,3,goose__outdoor
sample_00048611,data/processed/nico/outdoor/goose/outdoor_000161.jpg,goose,outdoor,train,24,3,goose__outdoor
sample_00048613,data/processed/nico/outdoor/goose/outdoor_000163.jpg,goose,outdoor,train,24,3,goose__outdoor
sample_00048614,data/processed/nico/outdoor/goose/outdoor_000164.jpg,goose,outdoor,train,24,3,goose__outdoor
sample_00048615,data/processed/nico/outdoor/goose/outdoor_000165.jpg,goose,outdoor,train,24,3,goose__outdoor
sample_00048616,data/processed/nico/outdoor/goose/outdoor_000166.jpg,goose,outdoor,train,24,3,goose__outdoor
sample_00048617,data/processed/nico/outdoor/goose/outdoor_000167.jpg,goose,outdoor,train,24,3,goose__outdoor
sample_00048618,data/processed/nico/outdoor/goose/outdoor_000168.jpg,goose,outdoor,train,24,3,goose__outdoor
sample_00048619,data/processed/nico/outdoor/goose/outdoor_000169.jpg,goose,outdoor,train,24,3,goose__outdoor
sample_00048620,data/processed/nico/outdoor/goose/outdoor_000170.jpg,goose,outdoor,train,24,3,goose__outdoor
sample_00048621,data/processed/nico/outdoor/goose/outdoor_000171.jpg,goose,outdoor,train,24,3,goose__outdoor
sample_00048622,data/processed/nico/outdoor/goose/outdoor_000172.jpg,goose,outdoor,train,24,3,goose__outdoor
sample_00048624,data/processed/nico/outdoor/goose/outdoor_000174.jpg,goose,outdoor,train,24,3,goose__outdoor
sample_00048626,data/processed/nico/outdoor/goose/outdoor_000176.jpg,goose,outdoor,train,24,3,goose__outdoor
sample_00048630,data/processed/nico/outdoor/goose/outdoor_000180.jpg,goose,outdoor,train,24,3,goose__outdoor
sample_00048634,data/processed/nico/outdoor/goose/outdoor_000184.jpg,goose,outdoor,train,24,3,goose__outdoor
sample_00048636,data/processed/nico/outdoor/goose/outdoor_000186.jpg,goose,outdoor,train,24,3,goose__outdoor
sample_00048637,data/processed/nico/outdoor/goose/outdoor_000187.jpg,goose,outdoor,train,24,3,goose__outdoor
sample_00048638,data/processed/nico/outdoor/goose/outdoor_000188.jpg,goose,outdoor,train,24,3,goose__outdoor
sample_00048639,data/processed/nico/outdoor/goose/outdoor_000189.jpg,goose,outdoor,train,24,3,goose__outdoor
sample_00048641,data/processed/nico/outdoor/goose/outdoor_000191.jpg,goose,outdoor,train,24,3,goose__outdoor
sample_00048642,data/processed/nico/outdoor/goose/outdoor_000192.jpg,goose,outdoor,train,24,3,goose__outdoor
sample_00048643,data/processed/nico/outdoor/goose/outdoor_000193.jpg,goose,outdoor,train,24,3,goose__outdoor
sample_00048644,data/processed/nico/outdoor/goose/outdoor_000194.jpg,goose,outdoor,train,24,3,goose__outdoor
sample_00048645,data/processed/nico/outdoor/goose/outdoor_000195.jpg,goose,outdoor,train,24,3,goose__outdoor
sample_00048647,data/processed/nico/outdoor/goose/outdoor_000197.jpg,goose,outdoor,train,24,3,goose__outdoor
